NIVEL,NOMBRE,TURNO,DOMICILIO,COLONIA,ALCALDÍA,SOSTENIMIENTO,ubicacion,lat,lon,coordenadas
Preescolar,EL PALACIO DEL CONEJO,MATUTINO,PLAYA CORTES NO. 415,REFORMA IZTACCIHUATL,IZTACALCO,Particular,"PLAYA CORTES NO. 415, REFORMA IZTACCIHUATL, IZTACALCO",19.3831539,-99.1249383,"19.3831539,-99.1249383"
Preescolar,COMUNIDAD DE DESARROLLO MONTESSORI,MATUTINO,AV. SANTA CECILIA NO. 91,RESIDENCIAL CAFETALES,COYOACAN,Particular,"AV. SANTA CECILIA NO. 91, RESIDENCIAL CAFETALES, COYOACAN",19.3123844,-99.1081998,"19.3123844,-99.1081998"
Preescolar,DISCOVERY CENTER,MATUTINO,JUÁREZ NO. 411,LOMAS ESTRELLA,IZTAPALAPA,Particular,"JUÁREZ NO. 411, LOMAS ESTRELLA, IZTAPALAPA",19.3189878,-99.0944355,"19.3189878,-99.0944355"
Preescolar,CELESTIN FREINET,MATUTINO,AV. AZCAPOTZALCO NO. 379,EL RECREO,AZCAPOTZALCO,Particular,"AV. AZCAPOTZALCO NO. 379, EL RECREO, AZCAPOTZALCO",19.4726774,-99.1871443,"19.4726774,-99.1871443"
Preescolar,COLEGIO ANGLO AMERICANO DE COYOACÁN,MATUTINO,AV. RIO CHURUBUSCO NO. 409,PASEOS DE TAXQUEÑA,COYOACAN,Particular,"AV. RIO CHURUBUSCO NO. 409, PASEOS DE TAXQUEÑA, COYOACAN",19.3504475,-99.1211668,"19.3504475,-99.1211668"
Preescolar,ANDRE MARTINET,MATUTINO,ALFREDO V. BONFIL NO. 76,PRESIDENTES EJIDALES,COYOACAN,Particular,"ALFREDO V. BONFIL NO. 76, PRESIDENTES EJIDALES, COYOACAN",19.3259362,-99.1226413,"19.3259362,-99.1226413"
Preescolar,COLEGIO PEDAGÓGICO DE MÉXICO,MATUTINO,FRANCISCO I. MADERO NO. 6,SANTA MARTHA ACATITLA,IZTAPALAPA,Particular,"FRANCISCO I. MADERO NO. 6, SANTA MARTHA ACATITLA, IZTAPALAPA",19.3620055,-99.0088379,"19.3620055,-99.0088379"
Preescolar,KINGSTON SCHOOL,MATUTINO,DURANGO NO. 94,PROGRESO,ALVARO OBREGON,Particular,"DURANGO NO. 94, PROGRESO, ALVARO OBREGON",19.3384154,-99.2050747,"19.3384154,-99.2050747"
Preescolar,A FAVOR DEL NIÑO,MATUTINO,AV. SAN JERONIMO NO. 860,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,Particular,"AV. SAN JERONIMO NO. 860, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",19.3289747,-99.2166629,"19.3289747,-99.2166629"
Preescolar,ALEXANDER ROMANOVICH LURIA,MATUTINO,VILLARTA MZ. 8 LT. 18,CARLOS HANK GONZALEZ,IZTAPALAPA,Particular,"VILLARTA MZ. 8 LT. 18, CARLOS HANK GONZALEZ, IZTAPALAPA",19.3293538,-99.0942477,"19.3293538,-99.0942477"
Preescolar,PASTORCITO DE OAXACA,MATUTINO,SOTO Y GAMA MZ. 4 LT. 3,SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"SOTO Y GAMA MZ. 4 LT. 3, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3507338,-99.0384953,"19.3507338,-99.0384953"
Preescolar,COLEGIO PEDAGOGICO LATINOAMERICANO,MATUTINO,CORONADO NO. 22,EL PARAISO,IZTAPALAPA,Particular,"CORONADO NO. 22, EL PARAISO, IZTAPALAPA",19.376763,-99.0358357,"19.376763,-99.0358357"
Preescolar,LAS CINCO VOCALES,MATUTINO,5 DE MAYO MZ. 21 LT. 21,SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"5 DE MAYO MZ. 21 LT. 21, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3479712,-99.0301617,"19.3479712,-99.0301617"
Preescolar,CARITA FELIZ,MATUTINO,AV. 5 DE MAYO NO. 15,LA HERA,IZTAPALAPA,Particular,"AV. 5 DE MAYO NO. 15, LA HERA, IZTAPALAPA",19.3398099,-99.0613242,"19.3398099,-99.0613242"
Preescolar,COLEGIO KINDERLAND,MATUTINO,HORTICULTURA NO. 39,20 DE NOVIEMBRE,VENUSTIANO CARRANZA,Particular,"HORTICULTURA NO. 39, 20 DE NOVIEMBRE, VENUSTIANO CARRANZA",19.4394378,-99.1104947,"19.4394378,-99.1104947"
Preescolar,KIDS ENGLISH SCHOOL,MATUTINO,CALLE 36 NO. 2,EL RODEO,IZTACALCO,Particular,"CALLE 36 NO. 2, EL RODEO, IZTACALCO",19.3904247,-99.0871219,"19.3904247,-99.0871219"
Preescolar,CENTRO EDUCATIVO MABEL,MATUTINO,VOLCAN DE JORULLO NO. 93,LA PRADERA,GUSTAVO A. MADERO,Particular,"VOLCAN DE JORULLO NO. 93, LA PRADERA, GUSTAVO A. MADERO",19.4761448,-99.0658966,"19.4761448,-99.0658966"
Preescolar,ERANDI,MATUTINO,CDA. DE LAS ROSAS MZ. 7 LT. 8,BUENAVISTA,IZTAPALAPA,Particular,"CDA. DE LAS ROSAS MZ. 7 LT. 8, BUENAVISTA, IZTAPALAPA",19.3298686,-99.049007,"19.3298686,-99.049007"
Preescolar,INSTITUTO ANTON S. MAKARENKO,MATUTINO,LUIS MANUEL ROJAS NO. 31,CONSTITUCION 1917,IZTAPALAPA,Particular,"LUIS MANUEL ROJAS NO. 31, CONSTITUCION 1917, IZTAPALAPA",19.3480708,-99.0639525,"19.3480708,-99.0639525"
Preescolar,AGUSTIN MELGAR,MATUTINO,1RA. CDA. AGUSTIN MELGAR NO. 13,LOMAS DE ZARAGOZA,IZTAPALAPA,Particular,"1RA. CDA. AGUSTIN MELGAR NO. 13, LOMAS DE ZARAGOZA, IZTAPALAPA",19.3567536,-98.9964351,"19.3567536,-98.9964351"
Preescolar,COLEGIO MÉXICO LIBRE,MATUTINO,CIRUJANOS NO. 36,SIFON AMPLIACION,IZTAPALAPA,Particular,"CIRUJANOS NO. 36, SIFON AMPLIACION, IZTAPALAPA",19.3708738,-99.1175582,"19.3708738,-99.1175582"
Preescolar,COLEGIO YUME,MATUTINO,RAMÓN LÓPEZ MZ. 60 LT. 13,LOS ANGELES,IZTAPALAPA,Particular,"RAMÓN LÓPEZ MZ. 60 LT. 13, LOS ANGELES, IZTAPALAPA",19.3516916,-99.0942381,"19.3516916,-99.0942381"
Preescolar,JUAN ESCUTIA,MATUTINO,PEDRO MORENO LT. 12 MZ. 21,LA HERA,IZTAPALAPA,Particular,"PEDRO MORENO LT. 12 MZ. 21, LA HERA, IZTAPALAPA",19.3380336,-99.0540095,"19.3380336,-99.0540095"
Preescolar,ESBEYDY,MATUTINO,PRIMAVERA NO. 11,SANTA MARIA AZTAHUACAN AMPLIACION,IZTAPALAPA,Particular,"PRIMAVERA NO. 11, SANTA MARIA AZTAHUACAN AMPLIACION, IZTAPALAPA",19.3479712,-99.0301617,"19.3479712,-99.0301617"
Preescolar,JAIME SABINES,MATUTINO,RUAN NO. 1,LOMAS ESTRELLA,IZTAPALAPA,Particular,"RUAN NO. 1, LOMAS ESTRELLA, IZTAPALAPA",19.3168914,-99.0963153,"19.3168914,-99.0963153"
Preescolar,COLEGIO FILADELFIA,MATUTINO,PRESIDENTE BENITO JUÁREZ MZ. 2 LT. 55,PROGRESISTA,IZTAPALAPA,Particular,"PRESIDENTE BENITO JUÁREZ MZ. 2 LT. 55, PROGRESISTA, IZTAPALAPA",19.3841226,-99.0547256,"19.3841226,-99.0547256"
Preescolar,BENITO JUÁREZ,MATUTINO,EDO. DE PUEBLA MZ. 30-B LT. 58,BUENAVISTA,IZTAPALAPA,Particular,"EDO. DE PUEBLA MZ. 30-B LT. 58, BUENAVISTA, IZTAPALAPA",,,
Preescolar,INDIRA GANDHI,MATUTINO,JAVIER MINA NO. 83,SAN MIGUEL AMPLIACION,IZTAPALAPA,Particular,"JAVIER MINA NO. 83, SAN MIGUEL AMPLIACION, IZTAPALAPA",19.3523921,-99.0671301,"19.3523921,-99.0671301"
Preescolar,MOLIERE KINDER GARDEN,MATUTINO,GENARO ESTRADA NO. 171,JACARANDAS,IZTAPALAPA,Particular,"GENARO ESTRADA NO. 171, JACARANDAS, IZTAPALAPA",19.3497874,-99.049454,"19.3497874,-99.049454"
Preescolar,INSTITUTO PEDAGOGICO JOSÉ VASCONCELOS,MATUTINO,ESTRELLA NO.  19,BARRIO SAN PABLO,IZTAPALAPA,Particular,"ESTRELLA NO.  19, BARRIO SAN PABLO, IZTAPALAPA",19.3582674,-99.0895959,"19.3582674,-99.0895959"
Preescolar,FUENTE DEL SABER,MATUTINO,YUCATAN NO. 18,SAN LORENZO TEZONCO,IZTAPALAPA,Particular,"YUCATAN NO. 18, SAN LORENZO TEZONCO, IZTAPALAPA",19.311172,-99.0680179,"19.311172,-99.0680179"
Preescolar,NIÑOS HEROES,VESPERTINO,COMETA S/N MZ. 37 LT. 17,LOMAS DE LA ESTANCIA,IZTAPALAPA,Particular,"COMETA S/N MZ. 37 LT. 17, LOMAS DE LA ESTANCIA, IZTAPALAPA",19.3388147,-99.0093177,"19.3388147,-99.0093177"
Preescolar,EL MUNDO DE LA FANTASIA,MATUTINO,QUINTANA ROO MZ. 74 LT. 20,LOMAS DE ZARAGOZA,IZTAPALAPA,Particular,"QUINTANA ROO MZ. 74 LT. 20, LOMAS DE ZARAGOZA, IZTAPALAPA",19.3653645,-99.0029377,"19.3653645,-99.0029377"
Preescolar,LA MAGIA DE LAS LETRAS,MATUTINO,FUERTE DE LORETO NO. 2 EDIF. 195 DEPTO. 110,UNIDAD HABITACIONAL EJERCITO DE ORIENTE ISSSTE,IZTAPALAPA,Particular,"FUERTE DE LORETO NO. 2 EDIF. 195 DEPTO. 110, UNIDAD HABITACIONAL EJERCITO DE ORIENTE ISSSTE, IZTAPALAPA",19.3662875,-99.0292204,"19.3662875,-99.0292204"
Preescolar,FANTASIA ANGELICAL,MATUTINO,HIDALGO MZ. 27 LT. 9,CAMPESTRE EL POTRERO,IZTAPALAPA,Particular,"HIDALGO MZ. 27 LT. 9, CAMPESTRE EL POTRERO, IZTAPALAPA",19.3301441,-98.9717212,"19.3301441,-98.9717212"
Preescolar,INSTITUTO PSICOPEDAGOGICO LOS CIPRESES,MATUTINO,PLAN DE AYALA NO. 388,SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"PLAN DE AYALA NO. 388, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3495656,-99.0335466,"19.3495656,-99.0335466"
Preescolar,JARDIN DE NIÑOS SUMMERHILL,MATUTINO,NORTE 79-A NO. 386 BIS,UN HOGAR PARA CADA TRABAJADOR,AZCAPOTZALCO,Particular,"NORTE 79-A NO. 386 BIS, UN HOGAR PARA CADA TRABAJADOR, AZCAPOTZALCO",19.4745926,-99.1767646,"19.4745926,-99.1767646"
Preescolar,CENTRO DE DESARROLLO PREESCOLAR XOCHIPILLI,MATUTINO,PLAN DE SAN LUIS NO. 21,FUEGO NUEVO,IZTAPALAPA,Particular,"PLAN DE SAN LUIS NO. 21, FUEGO NUEVO, IZTAPALAPA",19.3344529,-99.0969774,"19.3344529,-99.0969774"
Preescolar,JUSTO SIERRA,MATUTINO,HORTENSIA MZ. 53 LT 6,SAN MIGUEL TEOTONGO,IZTAPALAPA,Particular,"HORTENSIA MZ. 53 LT 6, SAN MIGUEL TEOTONGO, IZTAPALAPA",19.3321138,-98.9793186,"19.3321138,-98.9793186"
Preescolar,QUETZALLI,MATUTINO,ESTEBAN ALDANA No. 15,LAS PEÑAS,IZTAPALAPA,Particular,"ESTEBAN ALDANA No. 15, LAS PEÑAS, IZTAPALAPA",19.3368786,-99.0515135,"19.3368786,-99.0515135"
Preescolar,MELVIN CALVIN,MATUTINO,CDA. CALANDRIA MZ. 169 LT. 13,TENORIOS,IZTAPALAPA,Particular,"CDA. CALANDRIA MZ. 169 LT. 13, TENORIOS, IZTAPALAPA",19.3286525,-99.022356,"19.3286525,-99.022356"
Preescolar,INSTITUTO GARCÍA,VESPERTINO,CALLE 11 MZ. 52 LT. 18,JOSE LOPEZ PORTILLO,IZTAPALAPA,Particular,"CALLE 11 MZ. 52 LT. 18, JOSE LOPEZ PORTILLO, IZTAPALAPA",19.3056965,-99.0809475,"19.3056965,-99.0809475"
Preescolar,INSTITUTO JACK LONDON,MATUTINO,TORDESILLAS MZ. 44 LT. 2,SAN JUAN XALPA,IZTAPALAPA,Particular,"TORDESILLAS MZ. 44 LT. 2, SAN JUAN XALPA, IZTAPALAPA",19.3315656,-99.0875443,"19.3315656,-99.0875443"
Preescolar,JARDIN DE NIÑOS NUEVO MILENIO,MATUTINO,AND. 2 DARIO FERNANDEZ Z.6 MZ.27 LT.33-B,CUAUTEPEC BARRIO ALTO,GUSTAVO A. MADERO,Particular,"AND. 2 DARIO FERNANDEZ Z.6 MZ.27 LT.33-B, CUAUTEPEC BARRIO ALTO, GUSTAVO A. MADERO",19.5545892,-99.1359444,"19.5545892,-99.1359444"
Preescolar,ENGLISH LAND SCHOOL,MATUTINO,OSA MENOR NO. 77,PRADO CHURUBUSCO,COYOACAN,Particular,"OSA MENOR NO. 77, PRADO CHURUBUSCO, COYOACAN",19.3533842,-99.1286886,"19.3533842,-99.1286886"
Preescolar,JOSÉ ANTONIO PLANCARTE,MATUTINO,AV. TALARA NO. 187,TEPEYAC INSURGENTES,GUSTAVO A. MADERO,Particular,"AV. TALARA NO. 187, TEPEYAC INSURGENTES, GUSTAVO A. MADERO",19.4872618,-99.1202896,"19.4872618,-99.1202896"
Preescolar,COLEGIO ALEJANDRO GUILLOT,MATUTINO,SIENA NO. 115,RESIDENCIAL ACOXPA FRACCIONAMIENTO,TLALPAN,Particular,"SIENA NO. 115, RESIDENCIAL ACOXPA FRACCIONAMIENTO, TLALPAN",19.3003214,-99.1245791,"19.3003214,-99.1245791"
Preescolar,INSTITUTO COYOACÁN DEL SUR,MATUTINO,CERRO GORDO NO. 1,CAMPESTRE CHURUBUSCO,COYOACAN,Particular,"CERRO GORDO NO. 1, CAMPESTRE CHURUBUSCO, COYOACAN",19.3523481,-99.1308785,"19.3523481,-99.1308785"
Preescolar,COLEGIO MONTE HOREB,MATUTINO,CALZADA DE LAS BOMBAS MZA. 20 LT. 4,RESIDENCIAL CAFETALES,COYOACAN,Particular,"CALZADA DE LAS BOMBAS MZA. 20 LT. 4, RESIDENCIAL CAFETALES, COYOACAN",19.3127082,-99.1109414,"19.3127082,-99.1109414"
Preescolar,INSTITUTO BEDWELL JARDIN DE NIÑOS,MATUTINO,PROLONGACION GRANATE NO. 28,ESTRELLA,GUSTAVO A. MADERO,Particular,"PROLONGACION GRANATE NO. 28, ESTRELLA, GUSTAVO A. MADERO",19.4730073,-99.1181247,"19.4730073,-99.1181247"
Preescolar,PILLI,MATUTINO,MARCOS N. MENDEZ MZ. 56 LT. 23,SANTA MARTHA ACATITLA,IZTAPALAPA,Particular,"MARCOS N. MENDEZ MZ. 56 LT. 23, SANTA MARTHA ACATITLA, IZTAPALAPA",19.3683595,-99.0158847,"19.3683595,-99.0158847"
Preescolar,KUHTLI,MATUTINO,JOSÉ NAVA MZ. 13 LT. 12,CONSEJO AGRARISTA MEXICANO,IZTAPALAPA,Particular,"JOSÉ NAVA MZ. 13 LT. 12, CONSEJO AGRARISTA MEXICANO, IZTAPALAPA",19.3294863,-99.0577618,"19.3294863,-99.0577618"
Preescolar,VYGOTSKY,MATUTINO,MIGUEL HIDALGO NO. 79,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,Particular,"MIGUEL HIDALGO NO. 79, SANTA CRUZ MEYEHUALCO, IZTAPALAPA",19.3381609,-99.0459662,"19.3381609,-99.0459662"
Preescolar,EL CASTILLO ENCANTADO,MATUTINO,2DO. CALLEJON DE SAN IGNACIO S/N MZ. 4 LT. 7-A,SAN IGNACIO,IZTAPALAPA,Particular,"2DO. CALLEJON DE SAN IGNACIO S/N MZ. 4 LT. 7-A, SAN IGNACIO, IZTAPALAPA",19.3659861,-99.0987161,"19.3659861,-99.0987161"
Preescolar,INSTITUTO EDUCATIVO LIBERTAD,MATUTINO,FRANCISCO JAVIER MINA #66,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,Particular,"FRANCISCO JAVIER MINA #66, SANTA CRUZ MEYEHUALCO, IZTAPALAPA",19.341393,-99.037391,"19.341393,-99.037391"
Preescolar,PAIDOS,MATUTINO,9NA. CDA. DE CAÑADA MZ. 18 LT. 18,SAN PABLO,IZTAPALAPA,Particular,"9NA. CDA. DE CAÑADA MZ. 18 LT. 18, SAN PABLO, IZTAPALAPA",19.342083,-99.0532159,"19.342083,-99.0532159"
Preescolar,PEQUEÑOS GIRASOLES,MATUTINO,AV. TLAHUAC NO. 3841,SAN ANDRES TOMATLAN,IZTAPALAPA,Particular,"AV. TLAHUAC NO. 3841, SAN ANDRES TOMATLAN, IZTAPALAPA",19.3302769,-99.1074902,"19.3302769,-99.1074902"
Preescolar,FRANCOISE DOLTO,MATUTINO,RÍO ATOYAC NO. 79,LOMAS SAN LORENZO,IZTAPALAPA,Particular,"RÍO ATOYAC NO. 79, LOMAS SAN LORENZO, IZTAPALAPA",19.3201149,-99.0582741,"19.3201149,-99.0582741"
Preescolar,COLEGIO VASCO DE QUIROGA,MATUTINO,MADRID NO. 64,CERRO DE LA ESTRELLA,IZTAPALAPA,Particular,"MADRID NO. 64, CERRO DE LA ESTRELLA, IZTAPALAPA",19.3243049,-99.0769149,"19.3243049,-99.0769149"
Preescolar,DOCENTES ESPECIALIZADOS EN DESARROLLO INTEGRAL,MATUTINO,ISABEL LA CATOLICA NO. 695,ALAMOS,BENITO JUAREZ,Particular,"ISABEL LA CATOLICA NO. 695, ALAMOS, BENITO JUAREZ",19.3972731,-99.1412218,"19.3972731,-99.1412218"
Preescolar,MONTESSORI DOMANI,MATUTINO,SAN LORENZO NO. 174,DEL VALLE,BENITO JUAREZ,Particular,"SAN LORENZO NO. 174, DEL VALLE, BENITO JUAREZ",19.37512,-99.17535,"19.37512,-99.17535"
Preescolar,INSTITUTO INTERNACIONAL BRITANIA LIGTHART S.C.,MATUTINO,"20 DE NOVIEMBRE S/N  Z. 01, MZ. 78 LT. 08",SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"20 DE NOVIEMBRE S/N  Z. 01, MZ. 78 LT. 08, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3514894,-99.0888181,"19.3514894,-99.0888181"
Preescolar,EL REY LEON,MATUTINO,NOGALES MZ. 162 LT. 9,TENORIOS,IZTAPALAPA,Particular,"NOGALES MZ. 162 LT. 9, TENORIOS, IZTAPALAPA",19.2917033,-99.1167578,"19.2917033,-99.1167578"
Preescolar,CENTRO EDUCATIVO IXCHEL,MATUTINO,SUR 25 MZ. 7 LT. 69,LEYES DE REFORMA,IZTAPALAPA,Particular,"SUR 25 MZ. 7 LT. 69, LEYES DE REFORMA, IZTAPALAPA",19.3636352,-99.0687706,"19.3636352,-99.0687706"
Preescolar,EL CAMINITO ROJO,MATUTINO,AV. MINAS MZ. 4 LT. 37,BUENAVISTA,IZTAPALAPA,Particular,"AV. MINAS MZ. 4 LT. 37, BUENAVISTA, IZTAPALAPA",19.3226177,-99.0190156,"19.3226177,-99.0190156"
Preescolar,NENE'S GYM,MATUTINO,PASEO DE LAS HIGUERAS NO. 76,PASEOS DE TAXQUEÑA,COYOACAN,Particular,"PASEO DE LAS HIGUERAS NO. 76, PASEOS DE TAXQUEÑA, COYOACAN",19.3471414,-99.1225799,"19.3471414,-99.1225799"
Preescolar,JARDÍN DE NIÑOS MÁGICO MUNDO,MATUTINO,AV. RIO CHURUBUSCO NO. 2007,EL RODEO,IZTACALCO,Particular,"AV. RIO CHURUBUSCO NO. 2007, EL RODEO, IZTACALCO",19.3913354,-99.0990815,"19.3913354,-99.0990815"
Preescolar,SEMILLITAS DE FRATERNIDAD,MATUTINO,EDUARDO GARCÍA MZ 4 LTS 99 Y 100,EJERCITO DE AGUA PRIETA,IZTAPALAPA,Particular,"EDUARDO GARCÍA MZ 4 LTS 99 Y 100, EJERCITO DE AGUA PRIETA, IZTAPALAPA",19.3682331,-99.0391511,"19.3682331,-99.0391511"
Preescolar,CENTRO ESCOLAR MÉXICO IZTAPALAPA,MATUTINO,15 DE MAYO MZ. 142 LT. 3,IXTLAHUACAN,IZTAPALAPA,Particular,"15 DE MAYO MZ. 142 LT. 3, IXTLAHUACAN, IZTAPALAPA",19.3483708,-98.9986715,"19.3483708,-98.9986715"
Preescolar,COLEGIO IZTAPALAPA,MATUTINO,SUR 95-B NO. 620,SECTOR POPULAR,IZTAPALAPA,Particular,"SUR 95-B NO. 620, SECTOR POPULAR, IZTAPALAPA",19.3665931,-99.1220122,"19.3665931,-99.1220122"
Preescolar,COLEGIO VILLA CAMPESTRE MONTESSORI,MATUTINO,TEKIT NO. 528,HEROES DE PADIERNA,TLALPAN,Particular,"TEKIT NO. 528, HEROES DE PADIERNA, TLALPAN",19.2834621,-99.2254676,"19.2834621,-99.2254676"
Preescolar,BUCKINGHAM,MATUTINO,HUEXOTITLA NO. 30,SAN PEDRO MARTIR,TLALPAN,Particular,"HUEXOTITLA NO. 30, SAN PEDRO MARTIR, TLALPAN",19.2685335,-99.1593383,"19.2685335,-99.1593383"
Preescolar,COLEGIO BERTALANFFY,MATUTINO,JAIME NUNO NO. 7,GUADALUPE INN,ALVARO OBREGON,Particular,"JAIME NUNO NO. 7, GUADALUPE INN, ALVARO OBREGON",19.3539398,-99.1897971,"19.3539398,-99.1897971"
Preescolar,JARDIN LA SALLE SIMON BOLIVAR,MATUTINO,ASTURIAS NO. 28,INSURGENTES MIXCOAC,BENITO JUAREZ,Particular,"ASTURIAS NO. 28, INSURGENTES MIXCOAC, BENITO JUAREZ",19.3697871,-99.1818088,"19.3697871,-99.1818088"
Preescolar,JARDIN LA SALLE SIMON BOLIVAR,VESPERTINO,ASTURIAS NO. 28,INSURGENTES MIXCOAC,BENITO JUAREZ,Particular,"ASTURIAS NO. 28, INSURGENTES MIXCOAC, BENITO JUAREZ",19.3697871,-99.1818088,"19.3697871,-99.1818088"
Preescolar,TLAHUI CENTRO PREESCOLAR,MATUTINO,FORTIN LT. 11,SAN JERONIMO LIDICE,LA MAGDALENA CONTRERAS,Particular,"FORTIN LT. 11, SAN JERONIMO LIDICE, LA MAGDALENA CONTRERAS",19.3271667,-99.2245237,"19.3271667,-99.2245237"
Preescolar,JARDIN DE NIÑOS GREEN VALLEY,MATUTINO,RANCHO EL VERGEL NO. 14,PRADO COAPA,TLALPAN,Particular,"RANCHO EL VERGEL NO. 14, PRADO COAPA, TLALPAN",19.3035412,-99.1312825,"19.3035412,-99.1312825"
Preescolar,TUMBII,MATUTINO,CARRETERA FEDERAL A CUERNAVACA NO. 5818,SAN PEDRO MARTIR,TLALPAN,Particular,"CARRETERA FEDERAL A CUERNAVACA NO. 5818, SAN PEDRO MARTIR, TLALPAN",19.2637739,-99.1725981,"19.2637739,-99.1725981"
Preescolar,KINDER COLEGIO DEL VALLE,MATUTINO,MIER Y PESADO NO. 213,DEL VALLE,BENITO JUAREZ,Particular,"MIER Y PESADO NO. 213, DEL VALLE, BENITO JUAREZ",19.3964955,-99.1652054,"19.3964955,-99.1652054"
Preescolar,TZOLKIN,MATUTINO,CDA. DE JOSUE NO. 5 MZ. 10,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,Particular,"CDA. DE JOSUE NO. 5 MZ. 10, DESARROLLO URBANO QUETZALCOATL, IZTAPALAPA",19.3245518,-99.0419068,"19.3245518,-99.0419068"
Preescolar,IXTLAMACHILIZTLI,MATUTINO,ANGEL TRIAS NO. 250,JUAN ESCUTIA,IZTAPALAPA,Particular,"ANGEL TRIAS NO. 250, JUAN ESCUTIA, IZTAPALAPA",19.3891498,-99.0342394,"19.3891498,-99.0342394"
Preescolar,COLEGIO MARIA REGINA,MATUTINO,AV. ENCARNACION ORTIZ NO. 1842,COSMOPOLITA AMPLIACION,AZCAPOTZALCO,Particular,"AV. ENCARNACION ORTIZ NO. 1842, COSMOPOLITA AMPLIACION, AZCAPOTZALCO",19.4718837,-99.1604621,"19.4718837,-99.1604621"
Preescolar,CENTRO EDUCATIVO TENOCHTITLAN TLALPAN,MATUTINO,AV. INSURGENTES SUR NO. 4115,SANTA URSULA XITLA,TLALPAN,Particular,"AV. INSURGENTES SUR NO. 4115, SANTA URSULA XITLA, TLALPAN",19.2832666,-99.175545,"19.2832666,-99.175545"
Preescolar,PEQUEÑIN,MATUTINO,AV. CONGRESO DE CHILPANCINGO MZ. 44 LT. 15,UNIDAD HABITACIONAL ERMITA ZARAGOZA,IZTAPALAPA,Particular,"AV. CONGRESO DE CHILPANCINGO MZ. 44 LT. 15, UNIDAD HABITACIONAL ERMITA ZARAGOZA, IZTAPALAPA",19.3650236,-98.9968172,"19.3650236,-98.9968172"
Preescolar,MI UNIVERSO,MATUTINO,JOSE MARÍA MORELOS MZ. 78 LT. 40,LOMAS DE ZARAGOZA,IZTAPALAPA,Particular,"JOSE MARÍA MORELOS MZ. 78 LT. 40, LOMAS DE ZARAGOZA, IZTAPALAPA",19.3521469,-99.0005297,"19.3521469,-99.0005297"
Preescolar,ISAAC OCHOTERENA,MATUTINO,MARIANO ESCOBEDO MZ. 36 LT. 4 Y 5,SAN MIGUEL TEOTONGO,IZTAPALAPA,Particular,"MARIANO ESCOBEDO MZ. 36 LT. 4 Y 5, SAN MIGUEL TEOTONGO, IZTAPALAPA",19.3398991,-98.985364,"19.3398991,-98.985364"
Preescolar,LICEO ECOLOGICO MEXICANO,MATUTINO,1RA. PVA. ROSA ZARAGOZA MZA.B Z-9 NO.104,UNIDAD HABITACIONAL CTM SEIS,COYOACAN,Particular,"1RA. PVA. ROSA ZARAGOZA MZA.B Z-9 NO.104, UNIDAD HABITACIONAL CTM SEIS, COYOACAN",19.3222225,-99.1163415,"19.3222225,-99.1163415"
Preescolar,JARDIN DE NIÑOS OLOF PALME,MATUTINO,UNIDAD NO. 35 (ANTES 29),HUIPULCO,TLALPAN,Particular,"UNIDAD NO. 35 (ANTES 29), HUIPULCO, TLALPAN",19.2904849,-99.1478631,"19.2904849,-99.1478631"
Preescolar,CENTRO EDUCATIVO NEMI,MATUTINO,GABRIEL MANCERA NO. 733,DEL VALLE,BENITO JUAREZ,Particular,"GABRIEL MANCERA NO. 733, DEL VALLE, BENITO JUAREZ",19.3878222,-99.1640618,"19.3878222,-99.1640618"
Preescolar,LUIS CABRERA,MATUTINO,CORONA NO. 25 (ANTES 23),SANTIAGO ACAHUALTEPEC,IZTAPALAPA,Particular,"CORONA NO. 25 (ANTES 23), SANTIAGO ACAHUALTEPEC, IZTAPALAPA",19.352991,-99.0032236,"19.352991,-99.0032236"
Preescolar,GAUSS JORDAN,MATUTINO,GUADALUPE VICTORIA MZ. 83 LT. 7,SANTA MARIA AZTAHUACAN,IZTAPALAPA,Particular,"GUADALUPE VICTORIA MZ. 83 LT. 7, SANTA MARIA AZTAHUACAN, IZTAPALAPA",19.3577819,-99.026424,"19.3577819,-99.026424"
Preescolar,CENTRO EDUCATIVO VALLE DE ANAHUAC,MATUTINO,ROSALITA NO. 403-A,EL MOLINO  IZTAPALAPA,IZTAPALAPA,Particular,"ROSALITA NO. 403-A, EL MOLINO  IZTAPALAPA, IZTAPALAPA",19.2939304,-99.0668089,"19.2939304,-99.0668089"
